date,code,name,open,high,low,close,volume,amount,MA5,MA10,MA20
2024-12-20,399006,,2209.375,2234.132,2201.941,2209.662,23004927410.0,0,2205.611,2232.9718999999996,2223.02555
2024-12-23,399006,,2205.69,2223.637,2185.353,2187.945,24553877043.0,0,2202.8936000000003,2226.9037,2223.6636
2024-12-24,399006,,2190.469,2215.192,2187.78,2213.548,20096640612.0,0,2205.367,2221.8534,2226.83615
2024-12-25,399006,,2215.612,2216.357,2187.0,2201.296,20386810044.0,0,2205.1987999999997,2215.8248,2226.4619000000002
2024-12-26,399006,,2200.319,2219.693,2193.588,2209.846,18443646699.0,0,2204.4594,2207.5949,2228.46405
2024-12-27,399006,,2209.71,2235.556,2196.294,2204.896,20751352939.0,0,2203.5062,2204.5586000000003,2227.5087
2024-12-30,399006,,2198.865,2218.735,2198.125,2206.285,18720146002.0,0,2207.1742,2205.0339,2225.04805
2024-12-31,399006,,2202.181,2207.311,2141.596,2141.596,19942841348.0,0,2192.7838,2199.0753999999997,2219.8529000000003
2025-01-02,399006,,2136.922,2137.655,2040.379,2060.442,19658739481.0,0,2164.613,2184.9059,2212.2047
2025-01-03,399006,,2062.403,2067.409,2015.963,2015.967,20606491210.0,0,2125.8372,2165.1483,2201.9302
2025-01-06,399006,,2018.246,2033.268,2000.861,2014.19,16937561223.0,0,2087.6960000000004,2145.6011000000003,2189.2864999999997
2025-01-07,399006,,1996.0,2028.751,1988.418,2028.358,16857052855.0,0,2052.1106,2129.6423999999997,2178.27305
2025-01-08,399006,,2011.749,2029.023,1963.806,2008.444,19552783864.0,0,2025.4802,2109.132,2165.4927
2025-01-09,399006,,1994.81,2025.306,1994.705,2010.66,17424480759.0,0,2015.5238000000002,2090.0684,2152.9466
2025-01-10,399006,,2006.553,2024.427,1975.305,1975.305,17838400517.0,0,2007.3914,2066.6143,2137.1045999999997
2025-01-13,399006,,1953.886,1998.499,1953.82,1982.459,15228846338.0,0,2001.0451999999998,2044.3705999999997,2124.4646000000002
2025-01-14,399006,,1989.387,2076.957,1979.139,2075.756,22702105762.0,0,2010.5248,2031.3177,2118.1758
2025-01-15,399006,,2064.476,2064.476,2032.574,2037.933,19544928930.0,0,2016.4225999999999,2020.9514000000004,2110.0134
2025-01-16,399006,,2051.095,2084.226,2029.816,2051.351,20389955076.0,0,2024.5608,2020.0422999999998,2102.4741
2025-01-17,399006,,2041.71,2083.202,2041.581,2067.275,17088596065.0,0,2042.9548,2025.1731,2095.1607
2025-01-20,399006,,2090.143,2118.738,2090.066,2104.728,17727429544.0,0,2067.4085999999998,2034.2269000000001,2089.9139999999998
2025-01-21,399006,,2125.067,2125.067,2090.318,2112.39,18250885130.0,0,2074.7354,2042.6300999999999,2086.1362500000005
2025-01-22,399006,,2103.832,2110.897,2081.075,2101.035,16566266634.0,0,2087.3558000000003,2051.8892,2080.5106
2025-01-23,399006,,2125.295,2151.477,2093.313,2093.313,21026825667.0,0,2095.7482,2060.1544999999996,2075.11145
2025-01-24,399006,,2084.134,2131.554,2084.134,2121.839,20005142639.0,0,2106.661,2074.8079,2070.7111
2025-01-27,399006,,2119.169,2123.148,2063.82,2063.82,17752012165.0,0,2098.4793999999997,2082.9440000000004,2063.6573
2025-02-05,399006,,2082.991,2083.007,2054.371,2062.923,20436803597.0,0,2088.5860000000002,2081.6607,2056.4892
2025-02-06,399006,,2059.449,2120.788,2056.179,2120.745,24897390222.0,0,2092.528,2089.9419,2055.44665
2025-02-07,399006,,2127.136,2200.102,2122.348,2174.351,30839799873.0,0,2108.7356,2102.2419,2061.1421
2025-02-10,399006,,2183.78,2188.128,2156.755,2183.877,27995065882.0,0,2121.1432,2113.9021,2069.5376
2025-02-11,399006,,2182.909,2182.909,2150.473,2152.732,26647704858.0,0,2138.9256,2118.7025,2076.4647
2025-02-12,399006,,2144.727,2194.103,2142.049,2191.76,25884927458.0,0,2164.693,2126.6395,2084.6348000000003
2025-02-13,399006,,2186.138,2203.636,2175.424,2176.156,28459186902.0,0,2175.7752,2134.1516,2093.0204000000003
2025-02-14,399006,,2176.323,2223.386,2176.212,2215.298,28699625124.0,0,2183.9646000000002,2146.3501,2103.2523
2025-02-17,399006,,2243.658,2245.371,2208.769,2226.615,32635546066.0,0,2192.5122,2156.8277,2115.8178
2025-02-18,399006,,2223.48,2231.275,2173.54,2182.574,29421059021.0,0,2198.4806,2168.7030999999997,2125.82355
2025-02-19,399006,,2174.956,2228.482,2174.007,2226.982,26063135587.0,0,2205.525,2185.109,2133.38485
2025-02-20,399006,,2222.373,2233.983,2204.641,2225.584,28037885701.0,0,2215.4106,2195.5929,2142.7673999999997
2025-02-21,399006,,2228.917,2284.038,2228.917,2281.512,33303997251.0,0,2228.6534,2206.309,2154.27545
2025-02-24,399006,,2277.154,2283.79,2245.614,2266.244,31429001053.0,0,2236.5792,2214.5457,2164.2239
2025-02-25,399006,,2227.29,2265.911,2224.458,2240.589,29271132403.0,0,2248.1822,2223.3314,2171.01695
2025-02-26,399006,,2246.954,2268.569,2232.309,2268.215,29722503298.0,0,2256.4288,2230.9769,2178.8082
2025-02-27,399006,,2268.503,2279.387,2225.532,2256.508,30727330595.0,0,2262.6135999999997,2239.0121,2186.58185
2025-02-28,399006,,2238.34,2240.776,2163.687,2170.392,28146450381.0,0,2240.3896,2234.5215,2190.4358
2025-03-03,399006,,2176.817,2232.198,2161.359,2196.525,24792094383.0,0,2226.4458000000004,2231.5125,2194.1701
2025-03-04,399006,,2170.989,2193.532,2161.056,2190.078,22587616612.0,0,2216.3435999999997,2232.2629,2200.4829999999997
2025-03-05,399006,,2190.577,2200.87,2173.904,2190.362,23326067714.0,0,2200.773,2228.6009,2206.85495
2025-03-06,399006,,2204.247,2243.279,2202.007,2234.689,30691077462.0,0,2196.4091999999996,2229.5114000000003,2212.55215
2025-03-07,399006,,2221.909,2226.004,2195.128,2205.307,28706509815.0,0,2203.3922,2221.8909,2214.09995
2025-03-10,399006,,2211.097,2217.774,2182.581,2199.877,23158429894.0,0,2204.0625999999997,2215.2542,2214.89995
